,IMPAQ Category,Keyword,Title,Authors,Publication Date,Type,Tag,Link
243,RURAL HEALTH,rural health,"Mortality In Rural China Declined As Health Insurance Coverage Increased, But No Evidence The Two Are Linked","Maigeng Zhou, Shiwei Liu, M. Kate Bundorf, Karen Eggleston, and Sen Zhou",September-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0135
244,RURAL HEALTH,rural health,"Rapid Growth In Mental Health Telemedicine Use Among Rural Medicare Beneficiaries, Wide Variation Across States","Ateev Mehrotra, Haiden A. Huskamp, Jeffrey Souza, Lori Uscher-Pines, Sherri Rose, Bruce E. Landon, Anupam B. Jena, and Alisa B. Busch",May-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.1461
245,RURAL HEALTH,rural health,Lessons From Tele-Emergency: Improving Care Quality And Health Outcomes By Expanding Support For Rural Care Systems,"Keith J. Mueller, Andrew J. Potter, A. Clinton MacKinney, and Marcia M. Ward",February-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1016
246,RURAL HEALTH,rural health,"Health Insurance Coverage Rates In 9 Provinces In China Doubled From 1997 To 2006, With A Dramatic Rural Upswing",Hongwei Xu and Susan E. Short,December-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2010.1291
247,RURAL HEALTH,rural health,"Higher Risk Of Death In Rural Blacks And Whites Than Urbanites Is Related To Lower Incomes, Education, And Health Coverage","Janice C. Probst, Jessica D. Bellinger, Katrina M. Walsemann, James Hardin, and Saundra H. Glover",October-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0668
248,RURAL HEALTH,limited access,The Hidden Cost Of Low Prices: Limited Access To New Drugs In India,Ernst R. Berndt and Iain M. Cockburn,September-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1307
249,RURAL HEALTH,telehealth,Retail Outlets Using Telehealth Pose Significant Policy Questions For Health Care,"Keisuke Nakagawa, Joseph Kvedar, and Peter Yellowlees",December-2018,ANALYSIS,TELEHEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05098
250,RURAL HEALTH,telehealth,Challenges And Opportunities Faced By Large Health Systems Implementing Telehealth,"Chad Ellimoottil, Lawrence An, Meagan Moyer, Sarah Sossong, and Judd E. Hollander",December-2018,RESEARCH ARTICLE,TELEHEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05099
251,RURAL HEALTH,telehealth,Are State Telehealth Policies Associated With The Use Of Telehealth Services Among Underserved Populations?,"Jeongyoung Park, Clese Erikson, Xinxin Han, and Preeti Iyer",December-2018,RESEARCH ARTICLE,TELEHEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05101
252,RURAL HEALTH,telehealth,"Telehealth In Health Centers: Key Adoption Factors, Barriers, And Opportunities","Ching-Ching Claire Lin, Anne Dievler, Carolyn Robbins, Alek Sripipatana, Matt Quinn, and Suma Nair",December-2018,RESEARCH ARTICLE,TELEHEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05125
253,RURAL HEALTH,telehealth,The Current State Of Telehealth Evidence: A Rapid Review,"Erin Shigekawa, Margaret Fix, Garen Corbett, Dylan H. Roby, and Janet Coffman",December-2018,REVIEW ARTICLE,TELEHEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05132
254,RURAL HEALTH,telehealth,The Effect Of A Newborn Telehealth Program On Transfers Avoided: A Multiple-Baseline Study,"Jordan Albritton, Lory Maddox, Joseph Dalto, Erick Ridout, and Stephen Minton",December-2018,RESEARCH ARTICLE,TELEHEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05133
255,RURAL HEALTH,telehealth,Direct-To-Consumer Telehealth May Increase Access To Care But Does Not Decrease Spending,"J. Scott Ashwood, Ateev Mehrotra, David Cowling, and Lori Uscher-Pines",March-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.1130
256,RURAL HEALTH,telehealth,Connected Health: A Review Of Technologies And Strategies To Improve Patient Care With Telemedicine And Telehealth,"Joseph Kvedar, Molly Joel Coye, and Wendy Everett",February-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0992
257,RURAL HEALTH,telehealth,"For Telehealth To Succeed, Privacy And Security Risks Must Be Identified And Addressed",Joseph L. Hall and Deven McGraw,February-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0997
258,RURAL HEALTH,telehealth,Telehealth: Seven Strategies To Successfully Implement Disruptive Technology And Transform Health Care,Lee H. Schwamm,February-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1021
259,RURAL HEALTH,telehealth,"Telehealth Among US Hospitals: Several Factors, Including State Reimbursement And Licensure Policies, Influence Adoption","Julia Adler-Milstein, Joseph Kvedar, and David W. Bates",February-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1054
260,RURAL HEALTH,telehealth,Integrated Telehealth And Care Management Program For Medicare Beneficiaries With Chronic Disease Linked To Savings,"Laurence C. Baker, Scott J. Johnson, Dendy Macaulay, and Howard Birnbaum",September-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0216
261,RURAL HEALTH,remote,Remote Patient Management: Technology-Enabled Innovation And Evolving Business Models For Chronic Disease Care,"Molly Joel Coye, Ateret Haselkorn, and Steven DeMello",January-2009,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.28.1.126
262,TRANSITIONS AND CARE COORDINATION,care management,The Hidden Roles That Management Partners Play In Accountable Care Organizations,"Valerie A. Lewis, Thomas D’Aunno, Genevra F. Murray, Stephen M. Shortell, and Carrie H. Colla",February-2018,RESEARCH ARTICLE,ACCOUNTABLE CARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1025
263,TRANSITIONS AND CARE COORDINATION,care management,Bending The Spending Curve By Altering Care Delivery Patterns: The Role Of Care Management Within A Pioneer ACO,"John Hsu, Mary Price, Christine Vogeli, Richard Brand, Michael E. Chernew, Sreekanth K. Chaguturu, Eric Weil, and Timothy G. Ferris",May-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.0922
264,TRANSITIONS AND CARE COORDINATION,care management,Early Efforts By Medicare Accountable Care Organizations Have Limited Effect On Mental Illness Care And Management,"Alisa B. Busch, Haiden A. Huskamp, and J. Michael McWilliams",July-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2015.1669
265,TRANSITIONS AND CARE COORDINATION,care management,Care Management Processes Used Less Often For Depression Than For Other Chronic Conditions In US Primary Care Practices,"Tara F. Bishop, Patricia P. Ramsay, Lawrence P. Casalino, Yuhua Bao, Harold A. Pincus, and Stephen M. Shortell",March-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2015.1068
266,TRANSITIONS AND CARE COORDINATION,care management,Managing Chronic Illness: Physician Practices Increased The Use Of Care Management And Medical Home Processes,"James A. Wiley, Diane R. Rittenhouse, Stephen M. Shortell, Lawrence P. Casalino, Patricia P. Ramsay, Salma Bibi, Andrew M. Ryan, Kennon R. Copeland, and Jeffrey A. Alexander",January-2015,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0404
267,TRANSITIONS AND CARE COORDINATION,care management,Coordinated Care Management For Dementia In A Large Academic Health System,"Zaldy S. Tan, Lee Jennings, and David Reuben",April-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1294
268,TRANSITIONS AND CARE COORDINATION,care management,Independent Practice Associations And Physician-Hospital Organizations Can Improve Care Management For Smaller Practices,"Lawrence P. Casalino, Frances M. Wu, Andrew M. Ryan, Kennon Copeland, Diane R. Rittenhouse, Patricia P. Ramsay, and Stephen M. Shortell",August-2013,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0205
269,TRANSITIONS AND CARE COORDINATION,care management,Integrated Telehealth And Care Management Program For Medicare Beneficiaries With Chronic Disease Linked To Savings,"Laurence C. Baker, Scott J. Johnson, Dendy Macaulay, and Howard Birnbaum",September-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0216
270,TRANSITIONS AND CARE COORDINATION,care management,In Connecticut: Improving Patient Medication Management In Primary Care,"Marie Smith, Margherita R. Giuliano, and Michael P. Starkowski",April-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0002
271,TRANSITIONS AND CARE COORDINATION,care management,German Diabetes Management Programs Improve Quality Of Care And Curb Costs,"Stephanie Stock, Anna Drabik, Guido Büscher, Christian Graf, Walter Ullrich, Andreas Gerber, Karl W. Lauterbach, and Markus Lüngen",December-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2009.0799
272,TRANSITIONS AND CARE COORDINATION,care management,Remote Patient Management: Technology-Enabled Innovation And Evolving Business Models For Chronic Disease Care,"Molly Joel Coye, Ateret Haselkorn, and Steven DeMello",January-2009,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.28.1.126
273,TRANSITIONS AND CARE COORDINATION,care management,What Works In Chronic Care Management: The Case Of Heart Failure,"Julie Sochalski, Tiny Jaarsma, Harlan M. Krumholz, Ann Laramee, John J.V. McMurray, Mary D. Naylor, Michael W. Rich, Barbara Riegel, and Simon Stewart",January-2009,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.28.1.179
274,TRANSITIONS AND CARE COORDINATION,transitions,Transitions Clinic Network: Challenges And Lessons In Primary Care For People Released From Prison,"Shira Shavit, Jenerius A. Aminawung, Nathan Birnbaum, Scott Greenberg, Timothy Berthold, Amie Fishman, Susan H. Busch, and Emily A. Wang",June-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0089
275,TRANSITIONS AND CARE COORDINATION,transitions,Optimizing Person-Centered Transitions In The Dementia Journey: A Comparison Of National Dementia Strategies,Richard H. Fortinsky and Murna Downs,April-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1304
276,TRANSITIONS AND CARE COORDINATION,transitions,"How Kaiser Permanente Uses Video Ethnography Of Patients For Quality Improvement, Such As In Shaping Better Care Transitions","Esther B. Neuwirth, Jim Bellows, Ana H. Jackson, and Patricia M. Price",June-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2012.0134
277,TRANSITIONS AND CARE COORDINATION,transitions,"Bridging Troubled Waters: Family Caregivers, Transitions, And Long-Term Care","Carol Levine, Deborah Halper, Ariella Peist, and David A. Gould",January-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2009.0520
278,TRANSITIONS AND CARE COORDINATION,care coordination,Coordination Program Reduced Acute Care Use And Increased Primary Care Visits Among Frequent Emergency Care Users,"Roberta Capp, Gregory J. Misky, Richard C. Lindrooth, Benjamin Honigman, Heather Logan, Rose Hardy, Dong Q. Nguyen, and Jennifer L. Wiler",October-2017,RESEARCH ARTICLE,ORGANIZATION OF CARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0612
279,TRANSITIONS AND CARE COORDINATION,care coordination,The Impact Of Medicare ACOs On Improving Integration And Coordination Of Physical And Behavioral Health Care,"Catherine A. Fullerton, Rachel M. Henke, Erica L. Crable, Andriana Hohlbauch, and Nicholas Cummings",July-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.0019
280,TRANSITIONS AND CARE COORDINATION,care coordination,Care Coordination Program For Washington State Medicaid Enrollees Reduced Inpatient Hospital Costs,"Jingping Xing, Candace Goehring, and David Mancuso",April-2015,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0655
281,TRANSITIONS AND CARE COORDINATION,care coordination,Healthy Aging Brain Center Improved Care Coordination And Produced Net Savings,"Dustin D. French, Michael A. LaMantia, Lee R. Livin, Dorian Herceg, Catherine A. Alder, and Malaz A. Boustani",April-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1221
282,TRANSITIONS AND CARE COORDINATION,care coordination,Case Studies Of Orthopedic Surgery In California: The Virtues Of Care Coordination Versus Specialization,James C. Robinson,May-2013,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2012.1119
283,TRANSITIONS AND CARE COORDINATION,care coordination,Early Results From Adoption Of Bundled Payment For Diabetes Care In The Netherlands Show Improvement In Care Coordination,"Dinny H. de Bakker, Jeroen N. Struijs, Caroline A. Baan, Joop Raams, Jan-Erik de Wildt, Hubertus J.M. Vrijhoef, and Frederik T. Schut",February-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0912
284,TRANSITIONS AND CARE COORDINATION,care coordination,Improving The Coordination Of Care For Medicaid Beneficiaries In Pennsylvania,Christina Bielaszka-DuVernay,March-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2010.1298
285,TRANSITIONS AND CARE COORDINATION,care coordination,"analysis & commentary The Foundation That Health Reform Lays For Improved Payment, Care Coordination, And Prevention",Kenneth E. Thorpe and Lydia L. Ogden,June-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2010.0415
286,TRANSITIONS AND CARE COORDINATION,transfers,The Effect Of A Newborn Telehealth Program On Transfers Avoided: A Multiple-Baseline Study,"Jordan Albritton, Lory Maddox, Joseph Dalto, Erick Ridout, and Stephen Minton",December-2018,RESEARCH ARTICLE,TELEHEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05133
287,TRANSITIONS AND CARE COORDINATION,transfers,Conditional Cash Transfers And Health Of Low-Income Families In The US: Evaluating The Family Rewards Experiment,"Emilie Courtin, Peter Muennig, Nandita Verma, James A. Riccio, Mylene Lagarde, Paolo Vineis, Ichiro Kawachi, and Mauricio Avendano",March-2018,RESEARCH ARTICLE,DETERMINANTS OF HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1271
288,TRANSITIONS AND CARE COORDINATION,discharges,Medicare Payment Policy Creates Incentives For Long-Term Care Hospitals To Time Discharges For Maximum Reimbursement,"Yan S. Kim, Eric C. Kleerup, Patricia A. Ganz, Ninez A. Ponce, Karl A. Lorenz, and Jack Needleman",June-2015,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0778
